"review_case_id","source_record_id","review_priority","boundary_flags","hr_input","current_intents_json","reviewer_code","decision","proposed_intents_json","review_note"
"INT-RVW-1103","1103","HIGH","COMPLETED_STATUS","WRK-713: 계약서 받아 재계약 처리 완료함","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 처리 완료함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1109","1109","HIGH","EXTERNAL_EXECUTION","WRK-719 여권 만료 임박, 갱신 서류 받아서 접수하고 결과 안내해줄게","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""여권 만료 임박, 갱신""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서 접수""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""여권 만료 임박""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""갱신 서류 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1112","1112","HIGH","PAYROLL_ACCOUNT|COMPLETED_STATUS","WRK-722 통장사본 받아서 급여계좌 등록 완료했어","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 등록 완료했어""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1117","1117","HIGH","COMPLETED_STATUS","WRK-727: 오늘 작업 지시서 배포 완료","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 작업 지시서 배포 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1121","1121","HIGH","COMPLETED_STATUS","WRK-731 사업장 변경 완료됐고, 새 회사 근무지시는 그쪽에서 전달할 예정","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 완료됐고""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1122","1122","HIGH","EXTERNAL_EXECUTION","WRK-732 여권과 등록증 받아서 연장 신청, 접수 결과는 급여명세서와 함께 안내해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""연장 신청""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여명세서와 함께 안내해줘""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""연장 신청""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""접수 결과는 급여명세서와 함께 안내해줘""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1123","1123","HIGH","COMPLETED_STATUS","WRK-733: 오늘 라인 배치 그대로 유지","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 라인 배치 그대로 유지""}]","A","KEEP","",""
"INT-RVW-1125","1125","HIGH","PAYROLL_ACCOUNT","WRK-735 급여 명세 확인차 통장사본 받아서 대조 부탁드립니다.","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 명세 확인차""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""}]","A","KEEP","",""
"INT-RVW-1127","1127","HIGH","EXTERNAL_EXECUTION","WRK-737 무단결근 이틀째, 체류기간 만료도 임박해서 신고 서둘러야 함","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 이틀째""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료도 임박해서 신고 서둘러야 함""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 이틀째""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료도 임박""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1130","1130","HIGH","COMPLETED_STATUS","WRK-740 오늘 지시대로 조립라인 이동 완료","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 지시대로 조립라인 이동 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1132","1132","HIGH","COMPLETED_STATUS","WRK-742: 오늘 결근, 대체근무자 지정 완료","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""오늘 결근""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""대체근무자 지정 완료""}]","A","KEEP","",""
"INT-RVW-1133","1133","HIGH","COMPLETED_STATUS","WRK-743 급여 문의 있었는데 이미 답변 완료함","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 문의 있었는데 이미 답변 완료함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1135","1135","HIGH","EXTERNAL_EXECUTION","WRK-745 사업장 변경 서류 받아서 접수, 새 근무지 배치는 회사 측 지시 대기 중","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서 접수""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1136","1136","HIGH","COMPLETED_STATUS","WRK-746: 건강진단서 받아서 등록 처리 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""건강진단서 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 처리 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1137","1137","HIGH","COMPLETED_STATUS","WRK-747 오늘 야근 지시했고, 야근수당은 급여에 자동 반영됨","[{""intent"":""WORK_INSTRUCTION"",""evidence"":""오늘 야근 지시했고""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""야근수당은 급여에 자동 반영됨""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1141","1141","HIGH","EXTERNAL_EXECUTION","WRK-751 무단결근 신고 진행함","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 신고 진행함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1142","1142","HIGH","COMPLETED_STATUS|EXTERNAL_EXECUTION","WRK-752 등록증 받아서 갱신 접수 완료, 급여 관련 문의는 없었음","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""갱신 접수 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1143","1143","HIGH","PAYROLL_ACCOUNT|COMPLETED_STATUS","신규 WRK-753 등록 처리 및 초기 급여계좌 개설, 근무지 배치까지 오늘 전부 완료해줘","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 WRK-753 등록 처리""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""초기 급여계좌 개설""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""근무지 배치까지 오늘 전부 완료해줘""}]","A","CHANGE","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 처리 및 초기 급여계좌 개설""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""근무지 배치까지 오늘 전부 완료해줘""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1149","1149","HIGH","COMPLETED_STATUS","WRK-759: 급여 이체 확인 요청, 처리 완료","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 이체 확인 요청, 처리 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1151","1151","HIGH","PAYROLL_ACCOUNT","신규 WRK-761 계약서 받아서 등록 진행, 이후 급여계좌 및 배치 라인 순차적으로 안내해줘","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 진행""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""배치 라인 순차적으로 안내해줘""}]","A","NEEDS_DISCUSSION","","급여계좌 관련 발화가 정보 등록·변경인지 급여 처리 문의인지 문맥이 부족해 규칙 합의가 필요함."
"INT-RVW-1152","1152","HIGH","COMPLETED_STATUS","WRK-762 오늘 아침부터 연락두절, 결근 처리 완료함","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""오늘 아침부터 연락두절, 결근 처리 완료함""}]","A","KEEP","",""
"INT-RVW-1155","1155","HIGH","EXTERNAL_EXECUTION","WRK-765 계약만료 임박, 갱신 서류 받아서 접수하고 결과는 다음 주 안내 예정","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약만료 임박, 갱신""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서 접수""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약만료 임박""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""갱신 서류 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1160","1160","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-770 오늘 결근, 사업장 변경 신청도 함께 접수됨","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""오늘 결근, 사업장 변경 신청도 함께 접수됨""}]","A","KEEP","",""
"INT-RVW-1163","1163","HIGH","COMPLETED_STATUS","WRK-773 계약서와 여권 받아서 재계약, 배치 라인은 그대로 유지 예정","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서와 여권 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""배치 라인은 그대로 유지 예정""}]","A","KEEP","",""
"INT-RVW-1165","1165","HIGH","COMPLETED_STATUS","WRK-775: 급여 지연 사과 안내 완료","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 지연 사과 안내 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1170","1170","HIGH","COMPLETED_STATUS","WRK-780 퇴사 처리 완료, 마지막 급여 정산 및 인수인계 작업지시 함께 처리","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""퇴사 처리 완료""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""마지막 급여 정산""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""인수인계 작업지시 함께 처리""}]","A","KEEP","",""
"INT-RVW-1174","1174","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-784 급여명세서 오류 신고 접수, 재계산 후 안내 예정","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여명세서 오류 신고 접수, 재계산 후 안내 예정""}]","A","KEEP","",""
"INT-RVW-1175","1175","HIGH","PAYROLL_ACCOUNT","신규 WRK-785 여권 받아서 등록하고, 배치 라인 확정 시 급여계좌도 함께 설정 부탁","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""배치 라인 확정""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌도 함께 설정 부탁""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록하고""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""배치 라인 확정""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1177","1177","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-787: 무단결근 확인, 신고 절차는 다음 주 진행 예정","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 확인, 신고 절차는 다음 주 진행 예정""}]","A","KEEP","",""
"INT-RVW-1183","1183","HIGH","COMPLETED_STATUS","신규 WRK-793 등록 완료, 초기 배치는 검사라인으로 결정함","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""신규 WRK-793 등록 완료""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""초기 배치는 검사라인으로 결정함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1184","1184","HIGH","EXTERNAL_EXECUTION","WRK-794: 체류기간 만료 임박, 갱신 서류 받아서 즉시 접수 요망","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료 임박, 갱신""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서 즉시 접수 요망""}]","A","CHANGE","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료 임박""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""갱신 서류 받아서""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1189","1189","HIGH","PAYROLL_ACCOUNT|COMPLETED_STATUS|EXTERNAL_EXECUTION","WRK-799 급여계좌 오류 신고, 재입금 처리 완료","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 오류 신고, 재입금 처리 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1196","1196","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-806 무단결근 확인, 체류기간 만료도 다음 주라 신고 서둘러야 함","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 확인""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료도 다음 주라 신고 서둘러야 함""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 확인""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류기간 만료도 다음 주""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1197","1197","HIGH","PAYROLL_ACCOUNT","WRK-807 통장사본 받아서 급여계좌 재등록 부탁","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 재등록 부탁""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""급여계좌 재등록 부탁""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1199","1199","HIGH","LEAVE_BOUNDARY|COMPLETED_STATUS","WRK-809 휴가 처리 완료됨","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""휴가 처리 완료됨""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1203","1203","HIGH","COMPLETED_STATUS","신규 WRK-813 여권 받아서 등록 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 완료""}]","A","NEEDS_DISCUSSION","","‘완료’가 과거 상태 보고인지 ‘완료해 달라’는 축약 요청인지 문장만으로 확정하기 어려움."
"INT-RVW-1206","1206","HIGH","EXTERNAL_EXECUTION","WRK-816 사업장 변경 서류 받아서 접수하고, 새 근무지 첫 출근일 작업지시도 준비해줘","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서 접수""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""새 근무지 첫 출근일 작업지시도 준비해줘""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""서류 받아서""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""새 근무지 첫 출근일 작업지시도 준비해줘""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1210","1210","HIGH","EXTERNAL_EXECUTION","WRK-820 계약만료 임박, 연장 신청 진행 중","[{""intent"":""EXPIRY_RENEWAL"",""evidence"":""계약만료 임박, 연장 신청 진행 중""}]","A","KEEP","",""
"INT-RVW-1217","1217","HIGH","PAYROLL_ACCOUNT|EXTERNAL_EXECUTION","WRK-827 급여계좌 오류 신고, 통장사본 받아서 재확인 부탁","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 오류 신고""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서 재확인 부탁""}]","A","KEEP","",""
"INT-RVW-1219","1219","HIGH","EXTERNAL_EXECUTION","WRK-829 사업장 변경 신청, 관련 서류 받아서 정리 및 접수 부탁","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 신청""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""관련 서류 받아서 정리 및 접수 부탁""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 신청""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""관련 서류 받아서 정리""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1222","1222","HIGH","COMPLETED_STATUS","WRK-832: 계약서 받아서 재계약 완료, 이후 별도 배치 없음","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""재계약 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1226","1226","HIGH","COMPLETED_STATUS","WRK-836: 사업장 변경 완료, 급여 시스템도 새로 등록 필요","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 완료""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 시스템도 새로 등록 필요""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""사업장 변경 완료""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""급여 시스템도 새로 등록 필요""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1227","1227","HIGH","COMPLETED_STATUS","WRK-837 등록증 받아서 정보 갱신 완료함","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""등록증 받아서""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1233","1233","HIGH","COMPLETED_STATUS","신규 WRK-843 계약서 받아서 등록 및 배치 라인 결정 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""계약서 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""배치 라인 결정 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1235","1235","HIGH","COMPLETED_STATUS|EXTERNAL_EXECUTION","WRK-845: 여권 받아서 체류연장 접수 완료","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권 받아서""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""체류연장 접수 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1237","1237","HIGH","EXTERNAL_EXECUTION","WRK-847 무단결근 확인, 라인 인원 재배치 지시했고 신고 절차도 시작함","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 확인""},{""intent"":""WORK_INSTRUCTION"",""evidence"":""라인 인원 재배치 지시했고""}]","A","KEEP","",""
"INT-RVW-1238","1238","HIGH","PAYROLL_ACCOUNT","WRK-848: 급여계좌 등록 문의, 통장사본 받아서 처리 부탁","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 등록 문의""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서 처리 부탁""}]","A","CHANGE","[{""intent"":""WORKER_ONBOARDING"",""evidence"":""급여계좌 등록 문의""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서 처리 부탁""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1240","1240","HIGH","PAYROLL_ACCOUNT","신규 WRK-850 여권, 계약서, 통장사본 받아서 등록, 보험가입, 급여계좌 개설 한번에 처리해주세요.","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권, 계약서, 통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록, 보험가입""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 개설 한번에 처리""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권, 계약서, 통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록, 보험가입, 급여계좌 개설 한번에 처리해주세요""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1243","1243","HIGH","COMPLETED_STATUS","WRK-853 급여 오류 정정 완료, 재입금 안내함","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 오류 정정 완료, 재입금 안내함""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1244","1244","HIGH","EXTERNAL_EXECUTION|LONG_EVIDENCE","WRK-854 무단결근 이틀째, 고용허가기간 만료도 임박해서 신고와 연장 여부 동시 검토 필요","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 이틀째""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간 만료도 임박해서 신고와 연장 여부 동시 검토 필요""}]","A","CHANGE","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""무단결근 이틀째""},{""intent"":""EXPIRY_RENEWAL"",""evidence"":""고용허가기간 만료도 임박""}]","지원 Intent는 유지하고, 기관 신고·신청·접수 실행 표현 또는 다른 Intent 문구를 evidence에서 분리함."
"INT-RVW-1247","1247","HIGH","COMPLETED_STATUS","WRK-857 퇴사 처리 및 마지막 급여 정산 완료","[{""intent"":""EMPLOYMENT_CHANGE"",""evidence"":""퇴사 처리""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""마지막 급여 정산 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1250","1250","HIGH","COMPLETED_STATUS|LONG_EVIDENCE","WRK-860: 급여명세서 확인 문의, 공제 내역 설명 완료","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여명세서 확인 문의, 공제 내역 설명 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1253","1253","HIGH","PAYROLL_ACCOUNT","WRK-863: 통장사본 받아서 급여계좌 변경 처리","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여계좌 변경 처리""}]","A","CHANGE","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""급여계좌 변경 처리""}]","급여 금액·공제 설명이 아니라 계좌 또는 기본정보의 최초 등록·변경 업무이므로 WORKER_ONBOARDING 경계로 수정함."
"INT-RVW-1255","1255","HIGH","COMPLETED_STATUS","신규 WRK-865 여권과 사진 받아서 등록 완료, 이후 배치는 다음 주 결정 예정","[{""intent"":""DOCUMENT_REQUEST"",""evidence"":""여권과 사진 받아서""},{""intent"":""WORKER_ONBOARDING"",""evidence"":""등록 완료""}]","A","CHANGE","[{""intent"":""OUT_OF_SCOPE"",""evidence"":null}]","새로운 실행 요청 없이 완료·변경 없음·처리 결과만 보고한 문장이므로 OUT_OF_SCOPE로 수정함."
"INT-RVW-1256","1256","HIGH","PAYROLL_ACCOUNT|EXTERNAL_EXECUTION","WRK-866 급여 이체 오류 신고, 통장사본 다시 받아서 대조 부탁","[{""intent"":""PAYROLL_EXPLANATION"",""evidence"":""급여 이체 오류 신고""},{""intent"":""DOCUMENT_REQUEST"",""evidence"":""통장사본 다시 받아서 대조 부탁""}]","A","KEEP","",""
